gene_id	uniprot_acc	uniprot_entry	pident	align_length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	quality_tier	description	source
SCF082_s536_g14548	O15865	CDPK2_PLAFK	33.813	278	171	4	1846	2673	65	331	1.85e-46	178	3282	513	25	LOW	Calcium-dependent protein kinase 2	SwissProt
SCF082_s578_g15429	H3ZPL1	ARAT1_THELN	29.630	162	93	5	1	432	249	407	1.36e-10	61.6	441	417	98	LOW	Aromatic-amino-acid aminotransferase 1	SwissProt
SCF082_s631_g16343	Q12100	RTK1_YEAST	31.169	154	89	7	337	771	378	523	5.86e-15	79.3	1026	620	42	LOW	Probable serine/threonine-protein kinase RTK1	SwissProt
SCF082_s697_g17573	L0E172	PHQN_PENFE	26.502	283	181	5	19	792	45	325	5.68e-32	123	807	326	96	LOW	Methyltransferase phqN	SwissProt
SCF082_s786_g18903	P54223	BETA_RHIME	38.217	314	165	12	274	1206	4	291	1.15e-48	179	1506	549	62	MEDIUM	Oxygen-dependent choline dehydrogenase	SwissProt
SCF082_s788_g18934	O74799	EXG3_SCHPO	23.690	439	234	19	175	1479	16	357	1.02e-09	64.7	1560	464	84	LOW	Glucan 1,3-beta-glucosidase 3	SwissProt
SCF082_s790_g18951	O82265	SCC3_ARATH	22.000	550	378	14	1942	3489	69	601	3.50e-14	82.4	4944	1098	31	LOW	Sister-chromatid cohesion protein 3	SwissProt
SCF082_s794_g19046	Q9J4Z5	V245_FOWPN	33.333	78	52	0	7	240	132	209	2.16e-06	53.9	1638	436	14	LOW	Putative ankyrin repeat protein FPV245	SwissProt
SCF082_s825_g19500	Q5RKL7	S35E4_RAT	26.295	251	179	5	490	1230	75	323	2.65e-06	53.1	1428	350	52	LOW	Solute carrier family 35 member E4	SwissProt
SCF082_s831_g19605	Q04592	PCSK5_MOUSE	25.097	514	267	29	163	1536	657	1108	7.25e-06	55.8	8430	1877	16	LOW	Proprotein convertase subtilisin/kexin type 5	SwissProt
SCF082_s874_g20284	K9NVA6	DVNP5_HEMSX	50.000	94	45	1	109	384	37	130	3.88e-21	85.5	393	132	70	HIGH	Dinoflagellate viral nucleoprotein 5	SwissProt
SCF082_s875_g20302	K9NVA6	DVNP5_HEMSX	50.000	94	45	1	109	384	37	130	3.88e-21	85.5	393	132	70	HIGH	Dinoflagellate viral nucleoprotein 5	SwissProt
SCF082_s887_g20444	Q5VYS8	TUT7_HUMAN	27.839	273	176	7	58	834	1027	1292	5.48e-17	86.3	1089	1495	71	LOW	Terminal uridylyltransferase 7	SwissProt
SCF082_s928_g20990	A0A1D5NSM8	SVEP1_DANRE	30.818	159	68	7	1369	1746	1001	1150	9.28e-06	54.3	3567	3615	11	LOW	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	SwissProt
SCF082_s935_g21062	Q9ZVX5	PP156_ARATH	24.670	531	363	13	28	1572	184	693	2.98e-40	160	1833	743	84	LOW	Pentatricopeptide repeat-containing protein At2g16880	SwissProt
SCF082_s936_g21080	D0MYB4	EF3_PHYIT	39.940	333	180	6	118	1104	660	976	6.36e-65	235	1998	1038	49	LOW	Elongation factor 3	SwissProt
SCF082_s967_g21516	Q8WXQ8	CBPA5_HUMAN	22.656	384	248	18	130	1212	41	398	2.45e-08	60.1	1518	436	71	LOW	Carboxypeptidase A5	SwissProt
SCF082_s983_g21691	A3KPE8	SDN1_ARATH	33.835	133	81	2	811	1209	141	266	1.06e-11	72.0	3564	409	11	LOW	Small RNA degrading nuclease 1	SwissProt
SCF082_s985_g21720	Q5E769	BAMB_ALIF1	21.246	353	199	14	565	1566	66	358	3.70e-07	56.2	1701	385	59	LOW	Outer membrane protein assembly factor BamB	SwissProt
SCF082_s1004_g21999	P54735	SPKD_SYNY3	26.316	171	104	5	2815	3267	108	276	2.68e-08	62.0	3651	505	12	LOW	Serine/threonine-protein kinase D	SwissProt
SCF082_s1031_g22362	Q63563	ABCC9_RAT	46.377	69	25	2	430	624	1397	1457	2.06e-07	58.5	1863	1545	10	LOW	ATP-binding cassette sub-family C member 9	SwissProt
SCF082_s1037_g22416	P55390	Y4CH_SINFN	47.541	61	29	1	442	615	4	64	5.54e-09	56.2	1809	69	10	LOW	Probable cold shock protein y4cH	SwissProt
SCF082_s1102_g23288	Q01238	HCC2_CRYCO	54.167	96	43	1	67	354	8	102	4.30e-23	89.0	357	102	81	HIGH	Major basic nuclear protein 2	SwissProt
SCF082_s1164_g24027	P41352	TBB_TETTH	93.571	280	18	0	13	852	151	430	0.0	561	900	443	93	HIGH	Tubulin beta chain	SwissProt
SCF082_s1166_g24058	P41352	TBB_TETTH	93.571	280	18	0	13	852	151	430	0.0	561	900	443	93	HIGH	Tubulin beta chain	SwissProt
SCF082_s1191_g24351	K9NVA6	DVNP5_HEMSX	57.955	88	36	1	103	363	43	130	1.86e-08	52.4	375	132	70	LOW	Dinoflagellate viral nucleoprotein 5	SwissProt
SCF082_s1191_g24364	Q12955	ANK3_HUMAN	25.746	268	162	9	1078	1848	297	538	1.19e-07	59.3	2040	4377	38	LOW	Ankyrin-3	SwissProt
SCF082_s1199_g24449	O44001	HSP90_EIMTE	79.621	211	41	1	7	639	5	213	1.93e-103	352	5730	713	37	LOW	Heat shock protein 90	SwissProt
SCF082_s1200_g24479	Q9CPW7	ZMAT2_MOUSE	36.923	130	77	2	55	444	13	137	3.19e-25	101	684	199	57	MEDIUM	Zinc finger matrin-type protein 2	SwissProt
SCF082_s1204_g24529	Q9HE12	YI31_SCHPO	41.575	457	240	4	538	1875	59	499	2.86e-93	306	2319	601	58	MEDIUM	Putative purine permease C1399.01c	SwissProt
SCF082_s1249_g25023	P39665	SPHX_SYNE7	23.385	325	166	8	169	1137	29	272	1.94e-13	77.0	4380	337	22	LOW	Protein SphX	SwissProt
SCF082_s1270_g25252	Q12955	ANK3_HUMAN	29.643	813	466	12	8404	10719	56	803	2.26e-79	299	11151	4377	33	LOW	Ankyrin-3	SwissProt
SCF082_s1291_g25494	Q9H2K2	TNKS2_HUMAN	34.194	155	77	5	679	1104	1013	1155	1.74e-10	66.6	1119	1166	38	LOW	Poly [ADP-ribose] polymerase tankyrase-2	SwissProt
SCF082_s1311_g25754	Q9H252	KCNH6_HUMAN	22.043	372	238	6	85	1095	241	595	1.15e-11	71.2	1515	958	67	LOW	Voltage-gated inwardly rectifying potassium channel KCNH6	SwissProt
SCF082_s1379_g26483	Q9BW83	IFT27_HUMAN	41.509	106	56	3	1	309	38	140	1.04e-16	76.6	480	186	64	MEDIUM	Intraflagellar transport protein 27 homolog	SwissProt
SCF082_s1388_g26544	Q10057	PDI1_SCHPO	29.365	126	84	2	262	639	355	475	3.75e-11	71.6	5157	492	7	LOW	Putative protein disulfide-isomerase C1F5.02	SwissProt
SCF082_s1389_g26556	Q8BX90	FND3A_MOUSE	23.077	780	477	30	37	2265	301	994	6.57e-16	86.3	2418	1198	92	LOW	Fibronectin type-III domain-containing protein 3A	SwissProt
SCF082_s1404_g26666	Q8INF0	GCY8E_DROME	38.235	238	127	4	826	1533	373	592	8.63e-37	154	3219	1097	41	LOW	Soluble guanylate cyclase 88E	SwissProt
SCF082_s1611_g28732	C0HLA0	GH5FP_CHAOB	33.206	262	150	6	433	1176	25	275	2.90e-35	141	1410	556	53	MEDIUM	Glycosyl hydrolase 5 family protein	SwissProt
SCF082_s1634_g28896	Q01238	HCC2_CRYCO	55.056	89	39	1	88	354	15	102	7.31e-22	85.9	357	102	75	HIGH	Major basic nuclear protein 2	SwissProt
SCF082_s1639_g28938	Q01238	HCC2_CRYCO	55.056	89	39	1	88	354	15	102	7.31e-22	85.9	357	102	75	HIGH	Major basic nuclear protein 2	SwissProt
SCF082_s1819_g30500	O21042	COX1_DICDI	47.917	48	25	0	376	519	598	645	4.16e-09	58.5	561	764	26	LOW	Cytochrome c oxidase subunit 1+2	SwissProt
SCF082_s2052_g32277	Q8CHB8	TTLL5_MOUSE	37.500	480	262	9	229	1650	67	514	1.32e-89	313	2631	1328	54	MEDIUM	Tubulin polyglutamylase TTLL5	SwissProt
SCF082_s2258_g33722	P96202	PPSC_MYCTU	31.589	535	333	12	3247	4788	1456	1978	8.66e-57	222	4788	2188	55	MEDIUM	Phenolphthiocerol/phthiocerol polyketide synthase subunit C	SwissProt
SCF082_s2266_g33770	P47976	CTH1_YEAST	33.333	84	51	3	10	252	198	279	8.49e-07	52.4	684	325	36	LOW	mRNA decay factor CTH1	SwissProt
SCF082_s2419_g34880	Q90744	NAGAB_CHICK	44.889	225	73	6	733	1323	1	202	2.93e-66	171	1721	405	56	MEDIUM	Alpha-N-acetylgalactosaminidase	SwissProt
SCF082_s2478_g35266	Q9C658	DCP5_ARATH	46.667	150	54	3	22	396	17	165	1.09e-27	114	714	611	53	MEDIUM	Protein decapping 5	SwissProt
SCF082_s2481_g35285	Q8BGJ0	ZDH15_MOUSE	34.538	249	148	7	190	900	60	305	5.95e-28	115	1152	337	62	MEDIUM	Palmitoyltransferase ZDHHC15	SwissProt
SCF082_s2535_g35613	Q9R9I9	MYCC_BACIU	28.229	751	406	18	766	2988	192	819	1.97e-66	254	5337	2609	43	LOW	Mycosubtilin synthase subunit C	SwissProt
SCF082_s2541_g35643	Q9R9I9	MYCC_BACIU	28.229	751	406	18	766	2988	192	819	1.97e-66	254	5337	2609	43	LOW	Mycosubtilin synthase subunit C	SwissProt
SCF082_s2601_g36005	Q9FIX3	PP407_ARATH	24.254	503	336	6	802	2304	141	600	1.14e-41	167	2562	747	74	LOW	Pentatricopeptide repeat-containing protein At5g39710	SwissProt
SCF082_s2604_g36021	Q9FIX3	PP407_ARATH	24.254	503	336	6	802	2304	141	600	1.14e-41	167	2562	747	74	LOW	Pentatricopeptide repeat-containing protein At5g39710	SwissProt
SCF082_s2689_g36539	Q93VV0	ZDHC6_ARATH	35.500	200	113	5	19	579	75	271	1.11e-24	102	708	286	79	MEDIUM	Probable protein S-acyltransferase 16	SwissProt
SCF082_s2772_g37083	Q9C8G9	AB1C_ARATH	25.659	1025	622	40	745	3642	275	1218	1.19e-64	245	3807	1622	76	LOW	ABC transporter C family member 1	SwissProt
SCF082_s2830_g37428	Q941Q2	HBL2_BRANA	30.631	111	74	1	160	483	32	142	5.85e-09	55.8	528	161	61	LOW	Anaerobic nitrite reductase HB2	SwissProt
SCF082_s2838_g37456	Q5R4T9	IF2B_PONAB	48.125	160	68	3	157	630	176	322	1.90e-40	144	666	333	71	HIGH	Eukaryotic translation initiation factor 2 subunit 2	SwissProt
SCF082_s2912_g37812	Q9STY4	RIBRX_ARATH	44.762	105	47	5	1228	1521	481	581	1.28e-11	72.4	2871	599	10	LOW	Riboflavin biosynthesis protein PYRR, chloroplastic	SwissProt
SCF082_s2927_g37879	Q9ATN4	NIP11_MAIZE	32.609	138	86	2	154	546	48	185	1.26e-10	65.9	1371	282	45	LOW	Aquaporin NIP1-1	SwissProt
SCF082_s2954_g38018	A9BF03	RL19_PETMO	39.048	105	51	3	397	711	20	111	4.99e-11	62.8	984	119	32	LOW	Large ribosomal subunit protein bL19	SwissProt
SCF082_s2955_g38022	A9BF03	RL19_PETMO	39.048	105	51	3	397	711	20	111	4.99e-11	62.8	984	119	32	LOW	Large ribosomal subunit protein bL19	SwissProt
SCF082_s2972_g38104	P49213	RL44_CHLRE	69.388	98	30	0	1	294	1	98	1.11e-30	107	324	99	91	HIGH	Large ribosomal subunit protein eL42	SwissProt
SCF082_s2992_g38221	O15865	CDPK2_PLAFK	35.255	451	264	10	2797	4098	67	506	1.24e-74	262	5562	513	48	LOW	Calcium-dependent protein kinase 2	SwissProt
SCF082_s3092_g38745	Q22918	IF5_CAEEL	50.345	145	69	1	10	444	3	144	1.76e-43	160	1302	436	33	LOW	Eukaryotic translation initiation factor 5	SwissProt
SCF082_s3238_g39412	Q9GLW9	PRDX5_PAPHA	45.283	159	83	4	55	528	59	214	3.81e-37	130	534	215	89	HIGH	Peroxiredoxin-5, mitochondrial	SwissProt
SCF082_s3377_g40003	Q9BWQ8	LFG2_HUMAN	33.948	271	157	7	58	852	61	315	3.60e-27	110	855	316	93	MEDIUM	Protein lifeguard 2	SwissProt
SCF082_s3390_g40073	P0DJJ2	ASTL_CHICK	33.571	140	76	3	775	1179	154	281	4.64e-13	75.5	2040	409	20	LOW	Astacin-like metalloendopeptidase	SwissProt
SCF082_s3761_g41412	Q92824	PCSK5_HUMAN	28.057	916	523	50	37	2634	833	1662	8.42e-34	144	2679	1860	99	LOW	Proprotein convertase subtilisin/kexin type 5	SwissProt
SCF082_s4133_g42276	P90893	YM9I_CAEEL	43.195	169	86	4	112	618	61	219	9.96e-34	138	1734	540	29	LOW	Putative serine protease F56F10.1	SwissProt
SCF082_s4152_g42329	Q9J4Z5	V245_FOWPN	25.767	163	116	2	976	1458	80	239	1.01e-09	65.5	2673	436	18	LOW	Putative ankyrin repeat protein FPV245	SwissProt
SCF082_s4390_g42790	Q54I57	MYCBP_DICDI	49.333	75	31	1	22	246	5	72	8.66e-21	82.0	300	90	75	HIGH	c-Myc-binding protein homolog	SwissProt
SCF082_s4926_g43716	Q9SQN2	FBT3_ARATH	31.217	189	118	3	343	909	271	447	1.49e-17	87.0	1029	497	55	MEDIUM	Probable folate-biopterin transporter 3	SwissProt
SCF082_s6009_g44918	P51874	PCP_SYMSP	86.923	130	17	0	1	390	236	365	1.57e-65	206	393	365	99	HIGH	Peridinin-chlorophyll a-binding protein, chloroplastic	SwissProt
SCF082_s12813_g48696	Q968X7	PNO_CRYPV	39.528	339	168	11	73	993	1601	1934	2.04e-65	227	996	1934	92	MEDIUM	Pyruvate dehydrogenase [NADP(+)]	SwissProt
SCF082_s15976_g49928	Q9SAR5	AKR2A_ARATH	31.641	256	148	6	55	777	94	337	3.85e-26	107	795	342	91	MEDIUM	Ankyrin repeat domain-containing protein 2A	SwissProt
SCF082_s20828_g51206	P51193	PSAF_PORPU	55.000	40	18	0	466	585	141	180	2.94e-08	55.1	615	185	20	LOW	Photosystem I reaction center subunit III	SwissProt
SCF082_s28126_g52378	P51874	PCP_SYMSP	85.577	104	15	0	1	312	262	365	1.07e-45	153	315	365	99	HIGH	Peridinin-chlorophyll a-binding protein, chloroplastic	SwissProt
SCF082_s36642_g53145	P41203	EF1A_DESMO	34.591	159	102	2	28	504	274	430	1.57e-24	102	546	438	87	MEDIUM	Elongation factor 1-alpha	SwissProt
SCF082_s38480_g53257	Q40300	FCPF_MACPY	35.606	132	67	5	1	345	58	188	1.11e-11	63.2	439	211	79	MEDIUM	Fucoxanthin-chlorophyll a-c binding protein F, chloroplastic (Fragment)	SwissProt
SCF082_s43423_g53489	O96423	G3PG_CRIFA	82.759	116	20	0	1	348	229	344	2.96e-66	206	348	361	100	HIGH	Glyceraldehyde-3-phosphate dehydrogenase, glycosomal	SwissProt
SCF082_s2_g130	A0ABP0KE98	A0ABP0KE98_9DINO	100.000	160	0	0	1	480	1	160	6.94e-103	301	483	160	99	HIGH	Sugar phosphate/phosphate translocator	TrEMBL
SCF082_s16_g788	A0ABP0JBL2	A0ABP0JBL2_9DINO	100.000	1298	0	0	1	3894	1	1298	0.0	2601	3897	1298	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s19_g925	A0ABP0K7D3	A0ABP0K7D3_9DINO	100.000	559	0	0	1	1677	1	559	0.0	1046	1680	559	99	HIGH	MFS-type efflux pump MSMEG_3705	TrEMBL
SCF082_s35_g1953_i2	A0ABP0NGR8	A0ABP0NGR8_9DINO	100.000	454	0	0	1	1362	1	454	0.0	887	1365	454	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s39_g2100	A0ABP0Q4J8	A0ABP0Q4J8_9DINO	100.000	166	0	0	118	615	40	205	2.33e-80	248	618	205	81	HIGH	Caskin-2	TrEMBL
SCF082_s43_g2230	A0ABP0PKQ0	A0ABP0PKQ0_9DINO	100.000	266	0	0	1	798	1	266	0.0	530	801	266	99	HIGH	STI1-like protein	TrEMBL
SCF082_s47_g2415	A0ABP0PYY6	A0ABP0PYY6_9DINO	100.000	619	0	0	1	1857	1	619	0.0	1273	1860	619	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s59_g2899	A0ABP0QV45	A0ABP0QV45_9DINO	100.000	384	0	0	1	1152	1	384	0.0	736	1155	384	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s60_g2931	A0ABP0L5J0	A0ABP0L5J0_9DINO	100.000	319	0	0	1	957	1	319	0.0	628	960	319	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s68_g3139	A0ABP0RB50	A0ABP0RB50_9DINO	100.000	178	0	0	1	534	1	178	2.01e-24	103	537	178	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s77_g3423	A0ABP0JUX5	A0ABP0JUX5_9DINO	100.000	137	0	0	1	411	1	137	2.15e-83	250	414	137	99	HIGH	Chloroplastic	TrEMBL
SCF082_s78_g3460	A0ABP0JUX5	A0ABP0JUX5_9DINO	100.000	137	0	0	1	411	1	137	2.15e-83	250	414	137	99	HIGH	Chloroplastic	TrEMBL
SCF082_s78_g3484	A0ABP0RT16	A0ABP0RT16_9DINO	100.000	308	0	0	1	924	1	308	0.0	565	927	308	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s94_g3986	A0ABP0SJZ8	A0ABP0SJZ8_9DINO	100.000	567	0	0	1	1701	1	567	0.0	1030	1704	567	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s106_g4393	A0ABP0HHT5	A0ABP0HHT5_9DINO	100.000	446	0	0	1	1338	1	446	0.0	758	1341	446	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s108_g4450	A0ABP0HH25	A0ABP0HH25_9DINO	100.000	604	0	0	1	1812	1	604	0.0	1210	1815	604	99	HIGH	Ankyrin-2	TrEMBL
SCF082_s127_g5065	A0ABP0I6D4	A0ABP0I6D4_9DINO	100.000	470	0	0	1	1410	1	470	0.0	979	1413	470	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s131_g5143	A0ABP0IBG5	A0ABP0IBG5_9DINO	100.000	127	0	0	1	381	1	127	1.51e-68	211	384	127	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s137_g5315	A0ABP0IM73	A0ABP0IM73_9DINO	100.000	905	0	0	1	2715	1	905	0.0	1821	2718	905	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s143_g5512	A0ABP0IT05	A0ABP0IT05_9DINO	100.000	882	0	0	1	2646	1	882	0.0	1776	2649	882	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s145_g5558	A0ABP0IUB6	A0ABP0IUB6_9DINO	100.000	679	0	0	1	2037	1	679	0.0	1238	2040	679	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s153_g5809	A0ABP0J3T9	A0ABP0J3T9_9DINO	100.000	90	0	0	1	270	1	90	3.24e-37	129	273	90	99	HIGH	Cytochrome b6-f complex subunit PetN (Cytochrome b6-f complex subunit VIII)	TrEMBL
SCF082_s171_g6305	A0ABP0JMP6	A0ABP0JMP6_9DINO	100.000	171	0	0	52	564	18	188	1.34e-117	342	609	202	84	HIGH	Mycosubtilin synthase subunit A	TrEMBL
SCF082_s171_g6311	A0ABP0JMR6	A0ABP0JMR6_9DINO	100.000	101	0	0	1	303	1	101	2.37e-24	98.2	306	101	99	HIGH	WD repeat-containing protein WRAP73	TrEMBL
SCF082_s172_g6340	A0ABP0JNS3	A0ABP0JNS3_9DINO	100.000	175	0	0	1	525	1	175	4.02e-123	354	570	189	92	HIGH	Mycosubtilin synthase subunit A	TrEMBL
SCF082_s173_g6361	A0ABP0JPH6	A0ABP0JPH6_9DINO	100.000	413	0	0	1	1239	1	413	0.0	820	1242	413	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s174_g6404	A0ABP0JR97	A0ABP0JR97_9DINO	100.000	469	0	0	1	1407	1	469	0.0	894	1410	469	99	HIGH	Sodium channel protein type 11 subunit alpha (NaN) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9)	TrEMBL
SCF082_s181_g6614	A0ABP0JX74	A0ABP0JX74_9DINO	100.000	172	0	0	1	516	1	172	2.09e-108	316	519	172	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s188_g6783	A0ABP0K5A5	A0ABP0K5A5_9DINO	100.000	211	0	0	1	633	1	211	1.93e-139	397	636	211	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s192_g6907	A0ABP0K7B0	A0ABP0K7B0_9DINO	100.000	99	0	0	1	297	1	99	2.62e-66	204	300	99	99	HIGH	Uncharacterized protein	TrEMBL
SCF082_s234_g7963	A0ABP0L6T2	A0ABP0L6T2_9DINO	100.000	679	0	0	1	2037	1	679	0.0	1222	2040	679	99	HIGH	Leucine-rich repeat and guanylate kinase domain-containing protein	TrEMBL
SCF082_s235_g7992	A0ABP0L9D3	A0ABP0L9D3_9DINO	100.000	679	0	0	1	2037	1	679	0.0	1222	2040	679	99	HIGH	Leucine-rich repeat and guanylate kinase domain-containing protein	TrEMBL
SCF082_s250_g8477	A0ABP0LIQ3	A0ABP0LIQ3_9DINO	100.000	751	0	0	1	2253	1	751	0.0	1452	2256	751	99	HIGH	Uncharacterized protein	TrEMBL
